City,Customer ID,Customer Name,Segment,Country,State,Postal Code,Region
Houston,RC-19960,Ryan Crowe,Consumer,United States,Texas,77041,Central
Arvada,BP-11185,Ben Peterman,Corporate,United States,Colorado,80004,West
Seattle,SF-20200,Sarah Foster,Consumer,United States,Washington,98103,West
Springfield,AJ-10795,Anthony Johnson,Corporate,United States,Virginia,22153,South
Roseville,SC-20695,Steve Chapman,Corporate,United States,Michigan,48066,Central
Louisville,PO-19180,Philisse Overcash,Home Office,United States,Colorado,80027,West
Utica,MC-17590,Matt Collister,Corporate,United States,New York,13501,East
Omaha,AG-10270,Alejandro Grove,Consumer,United States,Nebraska,68104,Central
Columbia,PN-18775,Parhena Norris,Home Office,United States,South Carolina,29203,South
Long Beach,CL-12565,Clay Ludtke,Consumer,United States,New York,11561,East
Philadelphia,DB-13210,Dean Braden,Consumer,United States,Pennsylvania,19140,East
New York City,AH-10075,Adam Hart,Corporate,United States,New York,10011,East
Seattle,RB-19570,Rob Beeghly,Consumer,United States,Washington,98105,West
Twin Falls,JD-16150,Justin Deggeller,Corporate,United States,Idaho,83301,West
Seattle,AH-10585,Angele Hood,Consumer,United States,Washington,98105,West
Laguna Niguel,BC-11125,Becky Castell,Home Office,United States,California,92677,West
San Jose,KD-16495,Keith Dawkins,Corporate,United States,California,95123,West
Columbus,CR-12625,Corey Roper,Home Office,United States,Georgia,31907,South
Los Angeles,JS-15685,Jim Sink,Corporate,United States,California,90036,West
Columbus,CS-12505,Cindy Stewart,Consumer,United States,Georgia,31907,South
Bangor,LA-16780,Laura Armstrong,Corporate,United States,Maine,4401,East
Seattle,SJ-20125,Sanjit Jacobs,Home Office,United States,Washington,98103,West
New York City,LW-17215,Luke Weiss,Consumer,United States,New York,10035,East
Columbus,BS-11590,Brendan Sweed,Corporate,United States,Indiana,47201,Central
Marlborough,PO-18865,Patrick O'Donnell,Consumer,United States,Massachusetts,1752,East
Springfield,TS-21610,Troy Staebel,Consumer,United States,Ohio,45503,East
Redmond,CC-12430,Chuck Clark,Home Office,United States,Washington,98052,West
New York City,HM-14980,Henry MacAllister,Consumer,United States,New York,10009,East
Jacksonville,NB-18655,Nona Balk,Corporate,United States,Florida,32216,South
Auburn,AM-10705,Anne McFarland,Consumer,United States,Alabama,36830,South
Columbus,SV-20365,Seth Vernon,Consumer,United States,Ohio,43229,East
New Rochelle,MM-17260,Magdelene Morse,Consumer,United States,New York,10801,East
Jacksonville,PO-18850,Patrick O'Brill,Consumer,United States,Florida,32216,South
San Diego,JW-15220,Jane Waco,Corporate,United States,California,92105,West
Woodland,BD-11320,Bill Donatelli,Consumer,United States,California,95695,West
Aurora,EH-14125,Eugene Hildebrand,Home Office,United States,Illinois,60505,Central
Providence,RH-19510,Rick Huthwaite,Home Office,United States,Rhode Island,2908,East
Stockton,SW-20245,Scot Wooten,Consumer,United States,California,95207,West
Orange,SD-20485,Shirley Daniels,Home Office,United States,New Jersey,7050,East
Columbus,TP-21130,Theone Pippenger,Consumer,United States,Georgia,31907,South
Philadelphia,AP-10720,Anne Pryor,Home Office,United States,Pennsylvania,19140,East
San Francisco,CC-12430,Chuck Clark,Home Office,United States,California,94109,West
Providence,CK-12595,Clytie Kelty,Consumer,United States,Rhode Island,2908,East
San Francisco,FH-14275,Frank Hawley,Corporate,United States,California,94122,West
San Francisco,GM-14695,Greg Maxwell,Corporate,United States,California,94122,West
Greensboro,FM-14215,Filia McAdams,Corporate,United States,North Carolina,27405,South
New York City,HA-14905,Helen Abelman,Consumer,United States,New York,10035,East
Grand Rapids,EN-13780,Edward Nazzal,Consumer,United States,Michigan,49505,Central
Seattle,HJ-14875,Heather Jas,Home Office,United States,Washington,98105,West
Smyrna,SH-19975,Sally Hughsby,Corporate,United States,Tennessee,37167,South
Philadelphia,PW-19240,Pierre Wener,Consumer,United States,Pennsylvania,19140,East
Pembroke Pines,AC-10450,Amy Cox,Consumer,United States,Florida,33024,South
Louisville,AS-10630,Ann Steele,Home Office,United States,Kentucky,40214,South
Philadelphia,RD-19660,Robert Dilbeck,Home Office,United States,Pennsylvania,19134,East
New York City,SZ-20035,Sam Zeldin,Home Office,United States,New York,10035,East
Lawrence,AC-10660,Anna Chung,Consumer,United States,Indiana,46226,Central
Broomfield,SM-20950,Suzanne McNair,Corporate,United States,Colorado,80020,West
Green Bay,CS-12250,Chris Selesnick,Corporate,United States,Wisconsin,54302,Central
Parma,NP-18685,Nora Pelletier,Home Office,United States,Ohio,44134,East
Grand Rapids,RC-19960,Ryan Crowe,Consumer,United States,Michigan,49505,Central
Fairfield,KL-16555,Kelly Lampkin,Corporate,United States,Ohio,45014,East
Columbus,RA-19915,Russell Applegate,Consumer,United States,Georgia,31907,South
Seattle,CM-11815,Candace McMahon,Corporate,United States,Washington,98115,West
San Diego,DV-13045,Darrin Van Huff,Corporate,United States,California,92037,West
New York City,CR-12580,Clay Rozendal,Home Office,United States,New York,10009,East
Lancaster,JS-15940,Joni Sundaresam,Home Office,United States,Ohio,43130,East
Seattle,DP-13105,Dave Poirier,Corporate,United States,Washington,98115,West
Columbus,PK-19075,Pete Kriz,Consumer,United States,Ohio,43229,East
Los Angeles,LA-16780,Laura Armstrong,Corporate,United States,California,90004,West
San Francisco,EB-13750,Edward Becker,Corporate,United States,California,94110,West
Aurora,CL-12700,Craig Leslie,Home Office,United States,Colorado,80013,West
Broken Arrow,BP-11230,Benjamin Patterson,Consumer,United States,Oklahoma,74012,Central
Bloomington,RD-19900,Ruben Dartt,Consumer,United States,Indiana,47401,Central
Rockford,MK-17905,Michael Kennedy,Corporate,United States,Illinois,61107,Central
Los Angeles,EH-13765,Edward Hooks,Corporate,United States,California,90049,West
Phoenix,AB-10105,Adrian Barton,Consumer,United States,Arizona,85023,West
Irving,NH-18610,Nicole Hansen,Corporate,United States,Texas,75061,Central
Tigard,KE-16420,Katrina Edelman,Corporate,United States,Oregon,97224,West
San Francisco,JW-16075,Julia West,Consumer,United States,California,94109,West
La Crosse,SC-20695,Steve Chapman,Corporate,United States,Wisconsin,54601,Central
Cleveland,TS-21505,Tony Sayre,Consumer,United States,Ohio,44105,East
San Francisco,AS-10045,Aaron Smayling,Corporate,United States,California,94110,West
Long Beach,DL-12865,Dan Lawera,Consumer,United States,California,90805,West
Decatur,NF-18385,Natalie Fritzler,Consumer,United States,Illinois,62521,Central
Hesperia,SH-19975,Sally Hughsby,Corporate,United States,California,92345,West
Covington,SN-20710,Steve Nguyen,Home Office,United States,Washington,98042,West
Iowa City,CS-12175,Charles Sheldon,Corporate,United States,Iowa,52240,Central
Redlands,CM-12445,Chuck Magee,Consumer,United States,California,92374,West
San Francisco,DW-13585,Dorothy Wardle,Corporate,United States,California,94109,West
Tallahassee,TN-21040,Tanja Norvell,Home Office,United States,Florida,32303,South
Houston,SC-20380,Shahid Collister,Consumer,United States,Texas,77095,Central
Houston,LR-17035,Lisa Ryan,Corporate,United States,Texas,77041,Central
Houston,MH-17620,Matt Hagelstein,Corporate,United States,Texas,77041,Central
Huntsville,HM-14860,Harry Marie,Corporate,United States,Texas,77340,Central
Lancaster,BM-11650,Brian Moss,Corporate,United States,Ohio,43130,East
Seattle,SW-20455,Shaun Weien,Consumer,United States,Washington,98103,West
Atlanta,JG-15160,James Galang,Consumer,United States,Georgia,30318,South
Quincy,MM-18280,Muhammed MacIntyre,Corporate,United States,Illinois,62301,Central
Philadelphia,LS-16945,Linda Southworth,Corporate,United States,Pennsylvania,19140,East
Columbus,CC-12100,Chad Cunningham,Home Office,United States,Indiana,47201,Central
Los Angeles,PS-18760,Pamela Stobb,Consumer,United States,California,90008,West
Mobile,JK-15730,Joe Kamberova,Consumer,United States,Alabama,36608,South
San Francisco,AR-10540,Andy Reiter,Consumer,United States,California,94109,West
Yuma,DM-12955,Dario Medina,Corporate,United States,Arizona,85364,West
Springfield,ES-14080,Erin Smith,Corporate,United States,Oregon,97477,West
Los Angeles,ML-17410,Maris LaWare,Consumer,United States,California,90008,West
Quincy,SJ-20215,Sarah Jordon,Consumer,United States,Illinois,62301,Central
New York City,GM-14680,Greg Matthias,Consumer,United States,New York,10011,East
San Francisco,BD-11620,Brian DeCherney,Consumer,United States,California,94122,West
La Porte,CC-12220,Chris Cortes,Consumer,United States,Indiana,46350,Central
New York City,GM-14680,Greg Matthias,Consumer,United States,New York,10024,East
Amarillo,HG-15025,Hunter Glantz,Consumer,United States,Texas,79109,Central
Hialeah,JK-15205,Jamie Kunitz,Consumer,United States,Florida,33012,South
New York City,TT-21265,Tim Taslimi,Corporate,United States,New York,10024,East
Phoenix,LP-17095,Liz Preis,Consumer,United States,Arizona,85023,West
Lafayette,TC-20980,Tamara Chand,Corporate,United States,Indiana,47905,Central
Houston,HL-15040,Hunter Lopez,Consumer,United States,Texas,77095,Central
New York City,EB-13870,Emily Burns,Consumer,United States,New York,10035,East
Grand Prairie,TP-21565,Tracy Poddar,Corporate,United States,Texas,75051,Central
Lake Forest,DB-12910,Daniel Byrd,Home Office,United States,California,92630,West
The Colony,MO-17500,Mary O'Rourke,Consumer,United States,Texas,75056,Central
Providence,DR-12940,Daniel Raglin,Home Office,United States,Rhode Island,2908,East
Baltimore,MS-17830,Melanie Seite,Consumer,United States,Maryland,21215,East
Coral Gables,AH-10690,Anna Häberlin,Corporate,United States,Florida,33134,South
Tulsa,JH-15910,Jonathan Howell,Consumer,United States,Oklahoma,74133,Central
Pueblo,LB-16795,Laurel Beltran,Home Office,United States,Colorado,81001,West
Los Angeles,TB-21250,Tim Brockman,Consumer,United States,California,90049,West
Spokane,DL-13495,Dionis Lloyd,Corporate,United States,Washington,99207,West
Los Angeles,CC-12475,Cindy Chapman,Consumer,United States,California,90032,West
Philadelphia,AW-10930,Arthur Wiediger,Home Office,United States,Pennsylvania,19143,East
Marysville,MC-18100,Mick Crebagga,Consumer,United States,Washington,98270,West
Houston,BW-11110,Bart Watters,Corporate,United States,Texas,77070,Central
Los Angeles,JE-15745,Joel Eaton,Consumer,United States,California,90036,West
San Antonio,PM-19135,Peter McVee,Home Office,United States,Texas,78207,Central
Charlotte,DB-13615,Doug Bickford,Consumer,United States,North Carolina,28205,South
Troy,MP-17965,Michael Paige,Corporate,United States,Ohio,45373,East
Philadelphia,SP-20545,Sibella Parks,Corporate,United States,Pennsylvania,19143,East
Phoenix,MZ-17335,Maria Zettner,Home Office,United States,Arizona,85023,West
Greensboro,EB-13975,Erica Bern,Corporate,United States,North Carolina,27405,South
Denver,CC-12610,Corey Catlett,Corporate,United States,Colorado,80219,West
La Porte,WB-21850,William Brown,Consumer,United States,Texas,77571,Central
Chicago,EP-13915,Emily Phan,Consumer,United States,Illinois,60610,Central
Roseville,LC-16885,Lena Creighton,Consumer,United States,California,95661,West
Aurora,NC-18625,Noah Childs,Corporate,United States,Colorado,80013,West
Laredo,HA-14920,Helen Andreada,Consumer,United States,Texas,78041,Central
New York City,BW-11110,Bart Watters,Corporate,United States,New York,10024,East
Seattle,CP-12340,Christine Phan,Corporate,United States,Washington,98115,West
Jacksonville,NC-18415,Nathan Cano,Consumer,United States,North Carolina,28540,South
New York City,PW-19030,Pauline Webber,Corporate,United States,New York,10009,East
Appleton,BE-11410,Bobby Elias,Consumer,United States,Wisconsin,54915,Central
Salt Lake City,PB-18805,Patrick Bzostek,Home Office,United States,Utah,84106,West
Oklahoma City,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma,73120,Central
Springfield,QJ-19255,Quincy Jones,Corporate,United States,Virginia,22153,South
New York City,NB-18655,Nona Balk,Corporate,United States,New York,10011,East
San Francisco,NK-18490,Neil Knudson,Home Office,United States,California,94122,West
Fresno,MG-17890,Michael Granlund,Home Office,United States,California,93727,West
Columbia,FC-14245,Frank Carlisle,Home Office,United States,Missouri,65203,Central
Perth Amboy,NR-18550,Nick Radford,Consumer,United States,New Jersey,8861,East
Tempe,EP-13915,Emily Phan,Consumer,United States,Arizona,85281,West
Newark,LF-17185,Luke Foster,Consumer,United States,Ohio,43055,East
Houston,CM-12445,Chuck Magee,Consumer,United States,Texas,77095,Central
Trenton,JS-16030,Joy Smith,Consumer,United States,Michigan,48183,Central
Los Angeles,AG-10495,Andrew Gjertsen,Corporate,United States,California,90049,West
Arlington,LC-16960,Lindsay Castell,Home Office,United States,Virginia,22204,South
El Cajon,MY-18295,Muhammed Yedwab,Corporate,United States,California,92020,West
Manchester,MK-17905,Michael Kennedy,Corporate,United States,Connecticut,6040,East
Riverside,NM-18520,Neoma Murray,Consumer,United States,California,92503,West
San Diego,JE-15745,Joel Eaton,Consumer,United States,California,92037,West
Newark,MY-18295,Muhammed Yedwab,Corporate,United States,Delaware,19711,East
Baltimore,CM-12160,Charles McCrossin,Consumer,United States,Maryland,21215,East
Columbus,SV-20935,Susan Vittorini,Consumer,United States,Ohio,43229,East
Lakewood,VW-21775,Victoria Wilson,Corporate,United States,Ohio,44107,East
North Las Vegas,DP-13390,Dennis Pardue,Home Office,United States,Nevada,89031,West
Jackson,GW-14605,Giulietta Weimer,Consumer,United States,Tennessee,38301,South
San Antonio,JF-15565,Jill Fjeld,Consumer,United States,Texas,78207,Central
Los Angeles,CS-11950,Carlos Soltero,Consumer,United States,California,90045,West
Fort Lauderdale,AP-10720,Anne Pryor,Home Office,United States,Florida,33311,South
Detroit,PM-19135,Peter McVee,Home Office,United States,Michigan,48227,Central
Richmond,EB-13930,Eric Barreto,Consumer,United States,Virginia,23223,South
Seattle,MS-17530,MaryBeth Skach,Consumer,United States,Washington,98105,West
New York City,SR-20740,Steven Roelle,Home Office,United States,New York,10024,East
Chicago,HK-14890,Heather Kirkland,Corporate,United States,Illinois,60610,Central
Seattle,AB-10255,Alejandro Ballentine,Home Office,United States,Washington,98103,West
Los Angeles,VW-21775,Victoria Wilson,Corporate,United States,California,90032,West
Lebanon,CG-12040,Catherine Glotzbach,Home Office,United States,Tennessee,37087,South
San Francisco,SS-20590,Sonia Sunley,Consumer,United States,California,94109,West
Houston,JP-15460,Jennifer Patt,Corporate,United States,Texas,77041,Central
San Francisco,ED-13885,Emily Ducich,Home Office,United States,California,94110,West
Miami,JS-15595,Jill Stevenson,Corporate,United States,Florida,33180,South
Troy,JE-15475,Jeremy Ellison,Consumer,United States,New York,12180,East
San Francisco,BP-11095,Bart Pistole,Corporate,United States,California,94122,West
Hampton,BW-11200,Ben Wallace,Consumer,United States,Virginia,23666,South
San Francisco,PA-19060,Pete Armstrong,Home Office,United States,California,94122,West
New York City,BW-11200,Ben Wallace,Consumer,United States,New York,10011,East
Los Angeles,JH-15910,Jonathan Howell,Consumer,United States,California,90032,West
Belleville,JD-15895,Jonathan Doherty,Corporate,United States,New Jersey,7109,East
San Francisco,AS-10285,Alejandro Savely,Corporate,United States,California,94109,West
Boynton Beach,PG-18820,Patrick Gardner,Consumer,United States,Florida,33437,South
Greenville,SM-20950,Suzanne McNair,Corporate,United States,North Carolina,27834,South
Tampa,EP-13915,Emily Phan,Consumer,United States,Florida,33614,South
New York City,DL-13330,Denise Leinenbach,Consumer,United States,New York,10009,East
Rochester,VB-21745,Victoria Brennan,Corporate,United States,New York,14609,East
Bridgeton,JM-15655,Jim Mitchum,Corporate,United States,New Jersey,8302,East
Lansing,KW-16435,Katrina Willman,Consumer,United States,Michigan,48911,Central
Los Angeles,LH-17155,Logan Haushalter,Consumer,United States,California,90008,West
Sterling Heights,JF-15295,Jason Fortune-,Consumer,United States,Michigan,48310,Central
New York City,EH-13765,Edward Hooks,Corporate,United States,New York,10011,East
San Luis Obispo,SP-20920,Susan Pistek,Consumer,United States,California,93405,West
Philadelphia,BD-11320,Bill Donatelli,Consumer,United States,Pennsylvania,19143,East
Los Angeles,JD-15895,Jonathan Doherty,Corporate,United States,California,90045,West
Hollywood,FO-14305,Frank Olsen,Consumer,United States,Florida,33021,South
Tulsa,HW-14935,Helen Wasserman,Corporate,United States,Oklahoma,74133,Central
San Francisco,SF-20965,Sylvia Foulston,Corporate,United States,California,94109,West
Salem,KM-16375,Katherine Murray,Home Office,United States,Virginia,24153,South
Conroe,CS-12490,Cindy Schnelling,Corporate,United States,Texas,77301,Central
Chicago,XP-21865,Xylona Preis,Consumer,United States,Illinois,60610,Central
Urbandale,CL-12565,Clay Ludtke,Consumer,United States,Iowa,50322,Central
Marysville,SF-20200,Sarah Foster,Consumer,United States,Washington,98270,West
Los Angeles,PF-19225,Phillip Flathmann,Consumer,United States,California,90032,West
Henderson,AP-10915,Arthur Prichep,Consumer,United States,Kentucky,42420,South
Los Angeles,XP-21865,Xylona Preis,Consumer,United States,California,90049,West
Dallas,PJ-18835,Patrick Jones,Corporate,United States,Texas,75217,Central
Portland,NW-18400,Natalie Webber,Consumer,United States,Oregon,97206,West
Philadelphia,JP-16135,Julie Prescott,Home Office,United States,Pennsylvania,19120,East
Louisville,RC-19825,Roy Collins,Consumer,United States,Kentucky,40214,South
Seattle,AS-10285,Alejandro Savely,Corporate,United States,Washington,98103,West
San Francisco,LH-17020,Lisa Hazard,Consumer,United States,California,94122,West
Chula Vista,TT-21220,Thomas Thornton,Consumer,United States,California,91911,West
Eugene,TP-21565,Tracy Poddar,Corporate,United States,Oregon,97405,West
Miami,MF-17665,Maureen Fritzler,Corporate,United States,Florida,33180,South
Los Angeles,CW-11905,Carl Weiss,Home Office,United States,California,90004,West
Charlotte,ER-13855,Elpida Rittenbach,Corporate,United States,North Carolina,28205,South
San Diego,CC-12475,Cindy Chapman,Consumer,United States,California,92037,West
Houston,SM-20005,Sally Matthias,Consumer,United States,Texas,77041,Central
San Jose,CS-12400,Christopher Schild,Home Office,United States,California,95123,West
Philadelphia,AS-10285,Alejandro Savely,Corporate,United States,Pennsylvania,19134,East
Houston,EP-13915,Emily Phan,Consumer,United States,Texas,77036,Central
Lawrence,MA-17995,Michelle Arnett,Home Office,United States,Indiana,46226,Central
San Francisco,JH-15985,Joseph Holt,Consumer,United States,California,94109,West
Laredo,EB-14170,Evan Bailliet,Consumer,United States,Texas,78041,Central
Seattle,NP-18700,Nora Preis,Consumer,United States,Washington,98105,West
San Jose,LH-17155,Logan Haushalter,Consumer,United States,California,95123,West
Virginia Beach,LW-17125,Liz Willingham,Consumer,United States,Virginia,23464,South
Los Angeles,LS-16975,Lindsay Shagiari,Home Office,United States,California,90004,West
Jacksonville,KL-16555,Kelly Lampkin,Corporate,United States,Florida,32216,South
San Diego,IM-15070,Irene Maddox,Consumer,United States,California,92105,West
Seattle,MJ-17740,Max Jones,Consumer,United States,Washington,98115,West
Los Angeles,EM-14095,Eudokia Martin,Corporate,United States,California,90036,West
San Francisco,CB-12535,Claudia Bergmann,Corporate,United States,California,94110,West
Newark,DM-13345,Denise Monton,Corporate,United States,Ohio,43055,East
Lakewood,CC-12475,Cindy Chapman,Consumer,United States,New Jersey,8701,East
Oceanside,PS-19045,Penelope Sewall,Home Office,United States,California,92054,West
Cheyenne,MA-17995,Michelle Arnett,Home Office,United States,Wyoming,82001,West
Rochester,LW-17215,Luke Weiss,Consumer,United States,New York,14609,East
Dallas,MC-17845,Michael Chen,Consumer,United States,Texas,75220,Central
San Francisco,ML-17395,Marina Lichtenstein,Corporate,United States,California,94122,West
San Francisco,LD-17005,Lisa DeCherney,Consumer,United States,California,94122,West
Henderson,CG-12520,Claire Gute,Consumer,United States,Kentucky,42420,South
Oakland,PF-19165,Philip Fox,Consumer,United States,California,94601,West
San Francisco,PC-18745,Pamela Coakley,Corporate,United States,California,94122,West
San Francisco,CC-12430,Chuck Clark,Home Office,United States,California,94122,West
Warner Robins,DC-13285,Debra Catini,Consumer,United States,Georgia,31088,South
Toledo,AF-10885,Art Foster,Consumer,United States,Ohio,43615,East
Springfield,PP-18955,Paul Prost,Home Office,United States,Ohio,45503,East
Houston,MS-17770,Maxwell Schwartz,Consumer,United States,Texas,77036,Central
Springfield,KM-16225,Kalyca Meade,Corporate,United States,Missouri,65807,Central
New York City,SH-19975,Sally Hughsby,Corporate,United States,New York,10011,East
Los Angeles,AI-10855,Arianne Irving,Consumer,United States,California,90036,West
Sacramento,BF-11170,Ben Ferrer,Home Office,United States,California,95823,West
San Francisco,RO-19780,Rose O'Brian,Consumer,United States,California,94110,West
Troy,SV-20365,Seth Vernon,Consumer,United States,Ohio,45373,East
Oklahoma City,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma,73120,Central
New York City,SW-20275,Scott Williamson,Consumer,United States,New York,10009,East
New York City,BD-11770,Bryan Davis,Consumer,United States,New York,10011,East
Chicago,BB-11545,Brenda Bowman,Corporate,United States,Illinois,60623,Central
Detroit,LD-17005,Lisa DeCherney,Consumer,United States,Michigan,48234,Central
San Francisco,BK-11260,Berenike Kampe,Consumer,United States,California,94110,West
Apopka,LB-16795,Laurel Beltran,Home Office,United States,Florida,32712,South
New York City,EB-13750,Edward Becker,Corporate,United States,New York,10011,East
San Francisco,LP-17080,Liz Pelletier,Consumer,United States,California,94110,West
Noblesville,AS-10285,Alejandro Savely,Corporate,United States,Indiana,46060,Central
Arlington Heights,SC-20845,Sung Chung,Consumer,United States,Illinois,60004,Central
Mesa,MS-17710,Maurice Satty,Consumer,United States,Arizona,85204,West
La Porte,FH-14275,Frank Hawley,Corporate,United States,Indiana,46350,Central
Parma,SP-20920,Susan Pistek,Consumer,United States,Ohio,44134,East
San Diego,DW-13480,Dianna Wilson,Home Office,United States,California,92024,West
Chicago,SP-20650,Stephanie Phelps,Corporate,United States,Illinois,60623,Central
Vancouver,FM-14290,Frank Merwin,Home Office,United States,Washington,98661,West
Thomasville,CS-12505,Cindy Stewart,Consumer,United States,North Carolina,27360,South
Auburn,AS-10135,Adrian Shami,Home Office,United States,Washington,98002,West
Philadelphia,CC-12430,Chuck Clark,Home Office,United States,Pennsylvania,19143,East
Highland Park,LB-16795,Laurel Beltran,Home Office,United States,Illinois,60035,Central
New York City,CK-12760,Cyma Kinney,Corporate,United States,New York,10011,East
Oklahoma City,TS-21430,Tom Stivers,Corporate,United States,Oklahoma,73120,Central
New York City,CM-12655,Corinna Mitchell,Home Office,United States,New York,10011,East
Seattle,PO-19180,Philisse Overcash,Home Office,United States,Washington,98103,West
Atlanta,AA-10375,Allen Armold,Consumer,United States,Georgia,30318,South
San Francisco,RR-19315,Ralph Ritter,Consumer,United States,California,94110,West
Houston,KC-16540,Kelly Collister,Consumer,United States,Texas,77041,Central
New York City,MB-17305,Maria Bertelson,Consumer,United States,New York,10009,East
Philadelphia,EB-14110,Eugene Barchas,Consumer,United States,Pennsylvania,19134,East
Newark,JM-16195,Justin MacKendrick,Consumer,United States,Delaware,19711,East
Baltimore,RC-19960,Ryan Crowe,Consumer,United States,Maryland,21215,East
New York City,DP-13000,Darren Powers,Consumer,United States,New York,10035,East
Los Angeles,SC-20770,Stewart Carmichael,Corporate,United States,California,90008,West
Los Angeles,TG-21310,Toby Gnade,Consumer,United States,California,90049,West
San Diego,AH-10690,Anna Häberlin,Corporate,United States,California,92024,West
Burlington,ON-18715,Odella Nelson,Corporate,United States,North Carolina,27217,South
Carlsbad,RD-19900,Ruben Dartt,Consumer,United States,New Mexico,88220,West
Roseville,IM-15055,Ionia McGrath,Consumer,United States,California,95661,West
Carlsbad,MS-17365,Maribeth Schnelling,Consumer,United States,New Mexico,88220,West
The Colony,BG-11035,Barry Gonzalez,Consumer,United States,Texas,75056,Central
San Francisco,HJ-14875,Heather Jas,Home Office,United States,California,94122,West
Oklahoma City,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma,73120,Central
Pasadena,SN-20710,Steve Nguyen,Home Office,United States,Texas,77506,Central
Kent,SB-20290,Sean Braxton,Corporate,United States,Ohio,44240,East
Los Angeles,TC-21535,Tracy Collins,Home Office,United States,California,90008,West
Taylor,AJ-10945,Ashley Jarboe,Consumer,United States,Michigan,48180,Central
Huntsville,KC-16255,Karen Carlisle,Corporate,United States,Alabama,35810,South
San Diego,PG-18820,Patrick Gardner,Consumer,United States,California,92105,West
Concord,BE-11410,Bobby Elias,Consumer,United States,California,94521,West
New York City,DJ-13630,Doug Jacobs,Consumer,United States,New York,10024,East
Houston,EH-13945,Eric Hoffmann,Consumer,United States,Texas,77041,Central
Niagara Falls,NP-18685,Nora Pelletier,Home Office,United States,New York,14304,East
Indianapolis,TT-21265,Tim Taslimi,Corporate,United States,Indiana,46203,Central
Jacksonville,LT-17110,Liz Thompson,Consumer,United States,North Carolina,28540,South
Long Beach,ND-18370,Natalie DeCherney,Consumer,United States,New York,11561,East
Seattle,JM-15265,Janet Molinari,Corporate,United States,Washington,98115,West
Edmond,NP-18670,Nora Paige,Consumer,United States,Oklahoma,73034,Central
Columbus,NZ-18565,Nick Zandusky,Home Office,United States,Ohio,43229,East
Cincinnati,AG-10390,Allen Goldenen,Consumer,United States,Ohio,45231,East
Houston,DW-13195,David Wiener,Corporate,United States,Texas,77095,Central
Columbus,BF-10975,Barbara Fisher,Corporate,United States,Indiana,47201,Central
Houston,EH-13990,Erica Hackney,Consumer,United States,Texas,77041,Central
Los Angeles,MC-17605,Matt Connell,Corporate,United States,California,90004,West
Newark,SJ-20500,Shirley Jackson,Consumer,United States,Delaware,19711,East
Orlando,FA-14230,Frank Atkinson,Corporate,United States,Florida,32839,South
Montebello,BM-11575,Brendan Murry,Corporate,United States,California,90640,West
Gresham,JH-16180,Justin Hirsh,Consumer,United States,Oregon,97030,West
Des Moines,DM-13345,Denise Monton,Corporate,United States,Iowa,50315,Central
Columbus,CK-12205,Chloris Kastensmidt,Consumer,United States,Ohio,43229,East
Chicago,RD-19720,Roger Demir,Consumer,United States,Illinois,60610,Central
New York City,MV-18190,Mike Vittorini,Consumer,United States,New York,10035,East
New York City,JK-16120,Julie Kriz,Home Office,United States,New York,10009,East
Los Angeles,TH-21235,Tiffany House,Corporate,United States,California,90049,West
New York City,TB-21355,Todd Boyes,Corporate,United States,New York,10009,East
Detroit,RD-19585,Rob Dowd,Consumer,United States,Michigan,48205,Central
Houston,JE-15475,Jeremy Ellison,Consumer,United States,Texas,77095,Central
New York City,CA-12055,Cathy Armstrong,Home Office,United States,New York,10009,East
Philadelphia,LS-17200,Luke Schmidt,Corporate,United States,Pennsylvania,19140,East
Philadelphia,MG-17650,Matthew Grinstein,Home Office,United States,Pennsylvania,19143,East
New York City,NC-18340,Nat Carroll,Consumer,United States,New York,10035,East
Los Angeles,AT-10435,Alyssa Tate,Home Office,United States,California,90045,West
Dallas,NS-18505,Neola Schneider,Consumer,United States,Texas,75217,Central
Medford,CD-11980,Carol Darley,Consumer,United States,Oregon,97504,West
Dallas,GA-14515,George Ashbrook,Consumer,United States,Texas,75081,Central
Los Angeles,SP-20860,Sung Pak,Corporate,United States,California,90036,West
Seattle,AC-10450,Amy Cox,Consumer,United States,Washington,98105,West
Baltimore,LA-16780,Laura Armstrong,Corporate,United States,Maryland,21215,East
Cleveland,CA-12055,Cathy Armstrong,Home Office,United States,Ohio,44105,East
Bellevue,CR-12580,Clay Rozendal,Home Office,United States,Washington,98006,West
Seattle,SC-20680,Steve Carroll,Home Office,United States,Washington,98105,West
Hialeah,SC-20050,Sample Company A,Home Office,United States,Florida,33012,South
Jacksonville,HJ-14875,Heather Jas,Home Office,United States,Florida,32216,South
Plainfield,BP-11050,Barry Pond,Corporate,United States,New Jersey,7060,East
Jonesboro,EP-13915,Emily Phan,Consumer,United States,Arkansas,72401,South
Jackson,BB-11545,Brenda Bowman,Corporate,United States,Michigan,49201,Central
Lancaster,CS-12505,Cindy Stewart,Consumer,United States,Ohio,43130,East
Huntsville,JK-15370,Jay Kimmel,Consumer,United States,Alabama,35810,South
Los Angeles,MH-17455,Mark Hamilton,Consumer,United States,California,90032,West
Mobile,MC-17425,Mark Cousins,Corporate,United States,Alabama,36608,South
Seattle,TC-20980,Tamara Chand,Corporate,United States,Washington,98105,West
